Date,Time,Piovan Silo Actual[%],Silo 01 Actual[%],Silo 02 Actual[%],Rotary01(N2)[Start/Stop],Rotary01(N2)[Fault/NotFault]
03/09/2023,12:47:43,2.00,0.00,3.00,4,6
03/09/2023,12:47:44,8.00,8.00,7.00,6,8
03/09/2023,12:47:45,7.00,7.00,0.00,1,4
03/09/2023,12:47:46,5.00,5.00,0.00,5,5
03/09/2023,12:47:47,6.00,1.00,1.00,0,1
03/09/2023,12:47:48,0.00,3.00,6.00,4,7
03/09/2023,12:47:49,6.00,9.00,7.00,9,6
03/09/2023,12:47:50,2.00,9.00,5.00,7,2
03/09/2023,12:47:51,1.00,8.00,8.00,4,8
03/09/2023,12:47:52,8.00,6.00,7.00,2,8
03/09/2023,12:47:53,6.00,1.00,3.00,7,3
03/09/2023,12:47:54,8.00,2.00,1.00,7,0
03/09/2023,12:47:55,5.00,0.00,7.00,3,9
